Tool ID,Tool Type,Elasticity,Angle,Length,Extra Info
45,Ramp,0.1,2.356194490192345,6.0,{'friction': 1.0}
46,Ramp,0.1,2.356194490192345,10.0,{'friction': 1.0}
47,Ramp,0.1,2.356194490192345,14.0,{'friction': 1.0}
48,Ramp,0.1,2.356194490192345,18.0,{'friction': 1.0}
49,Ramp,0.1,2.356194490192345,22.0,{'friction': 1.0}
50,Ramp,0.1,2.6179938779914944,6.0,{'friction': 1.0}
51,Ramp,0.1,2.6179938779914944,10.0,{'friction': 1.0}
52,Ramp,0.1,2.6179938779914944,14.0,{'friction': 1.0}
53,Ramp,0.1,2.6179938779914944,18.0,{'friction': 1.0}
54,Ramp,0.1,2.6179938779914944,22.0,{'friction': 1.0}
55,Ramp,0.1,2.8797932657906435,6.0,{'friction': 1.0}
56,Ramp,0.1,2.8797932657906435,10.0,{'friction': 1.0}
57,Ramp,0.1,2.8797932657906435,14.0,{'friction': 1.0}
58,Ramp,0.1,2.8797932657906435,18.0,{'friction': 1.0}
59,Ramp,0.1,2.8797932657906435,22.0,{'friction': 1.0}
60,Ramp,0.3,0.0,6.0,{'friction': 1.0}
61,Ramp,0.3,0.0,10.0,{'friction': 1.0}
62,Ramp,0.3,0.0,14.0,{'friction': 1.0}
63,Ramp,0.3,0.0,18.0,{'friction': 1.0}
64,Ramp,0.3,0.0,22.0,{'friction': 1.0}
65,Ramp,0.3,0.2617993877991494,6.0,{'friction': 1.0}
66,Ramp,0.3,0.2617993877991494,10.0,{'friction': 1.0}
67,Ramp,0.3,0.2617993877991494,14.0,{'friction': 1.0}
68,Ramp,0.3,0.2617993877991494,18.0,{'friction': 1.0}
69,Ramp,0.3,0.2617993877991494,22.0,{'friction': 1.0}
70,Ramp,0.3,0.5235987755982988,6.0,{'friction': 1.0}
71,Ramp,0.3,0.5235987755982988,10.0,{'friction': 1.0}
72,Ramp,0.3,0.5235987755982988,14.0,{'friction': 1.0}
73,Ramp,0.3,0.5235987755982988,18.0,{'friction': 1.0}
74,Ramp,0.3,0.5235987755982988,22.0,{'friction': 1.0}
75,Ramp,0.3,0.7853981633974483,6.0,{'friction': 1.0}
76,Ramp,0.3,0.7853981633974483,10.0,{'friction': 1.0}
77,Ramp,0.3,0.7853981633974483,14.0,{'friction': 1.0}
78,Ramp,0.3,0.7853981633974483,18.0,{'friction': 1.0}
79,Ramp,0.3,0.7853981633974483,22.0,{'friction': 1.0}
80,Ramp,0.3,1.0471975511965976,6.0,{'friction': 1.0}
81,Ramp,0.3,1.0471975511965976,10.0,{'friction': 1.0}
82,Ramp,0.3,1.0471975511965976,14.0,{'friction': 1.0}
83,Ramp,0.3,1.0471975511965976,18.0,{'friction': 1.0}
84,Ramp,0.3,1.0471975511965976,22.0,{'friction': 1.0}
85,Ramp,0.3,1.3089969389957472,6.0,{'friction': 1.0}
86,Ramp,0.3,1.3089969389957472,10.0,{'friction': 1.0}
87,Ramp,0.3,1.3089969389957472,14.0,{'friction': 1.0}
88,Ramp,0.3,1.3089969389957472,18.0,{'friction': 1.0}
89,Ramp,0.3,1.3089969389957472,22.0,{'friction': 1.0}
90,Ramp,0.3,1.5707963267948966,6.0,{'friction': 1.0}
91,Ramp,0.3,1.5707963267948966,10.0,{'friction': 1.0}
92,Ramp,0.3,1.5707963267948966,14.0,{'friction': 1.0}
93,Ramp,0.3,1.5707963267948966,18.0,{'friction': 1.0}
94,Ramp,0.3,1.5707963267948966,22.0,{'friction': 1.0}
95,Ramp,0.3,1.8325957145940461,6.0,{'friction': 1.0}
96,Ramp,0.3,1.8325957145940461,10.0,{'friction': 1.0}
97,Ramp,0.3,1.8325957145940461,14.0,{'friction': 1.0}
98,Ramp,0.3,1.8325957145940461,18.0,{'friction': 1.0}
99,Ramp,0.3,1.8325957145940461,22.0,{'friction': 1.0}
100,Ramp,0.3,2.0943951023931953,6.0,{'friction': 1.0}
101,Ramp,0.3,2.0943951023931953,10.0,{'friction': 1.0}
102,Ramp,0.3,2.0943951023931953,14.0,{'friction': 1.0}
103,Ramp,0.3,2.0943951023931953,18.0,{'friction': 1.0}
104,Ramp,0.3,2.0943951023931953,22.0,{'friction': 1.0}
105,Ramp,0.3,2.356194490192345,6.0,{'friction': 1.0}
106,Ramp,0.3,2.356194490192345,10.0,{'friction': 1.0}
107,Ramp,0.3,2.356194490192345,14.0,{'friction': 1.0}
108,Ramp,0.3,2.356194490192345,18.0,{'friction': 1.0}
109,Ramp,0.3,2.356194490192345,22.0,{'friction': 1.0}
110,Ramp,0.3,2.6179938779914944,6.0,{'friction': 1.0}
111,Ramp,0.3,2.6179938779914944,10.0,{'friction': 1.0}
112,Ramp,0.3,2.6179938779914944,14.0,{'friction': 1.0}
113,Ramp,0.3,2.6179938779914944,18.0,{'friction': 1.0}
114,Ramp,0.3,2.6179938779914944,22.0,{'friction': 1.0}
115,Ramp,0.3,2.8797932657906435,6.0,{'friction': 1.0}
116,Ramp,0.3,2.8797932657906435,10.0,{'friction': 1.0}
117,Ramp,0.3,2.8797932657906435,14.0,{'friction': 1.0}
118,Ramp,0.3,2.8797932657906435,18.0,{'friction': 1.0}
119,Ramp,0.3,2.8797932657906435,22.0,{'friction': 1.0}
120,Ramp,0.5,0.0,6.0,{'friction': 1.0}
121,Ramp,0.5,0.0,10.0,{'friction': 1.0}
122,Ramp,0.5,0.0,14.0,{'friction': 1.0}
123,Ramp,0.5,0.0,18.0,{'friction': 1.0}
124,Ramp,0.5,0.0,22.0,{'friction': 1.0}
125,Ramp,0.5,0.2617993877991494,6.0,{'friction': 1.0}
126,Ramp,0.5,0.2617993877991494,10.0,{'friction': 1.0}
127,Ramp,0.5,0.2617993877991494,14.0,{'friction': 1.0}
128,Ramp,0.5,0.2617993877991494,18.0,{'friction': 1.0}
129,Ramp,0.5,0.2617993877991494,22.0,{'friction': 1.0}
130,Ramp,0.5,0.5235987755982988,6.0,{'friction': 1.0}
131,Ramp,0.5,0.5235987755982988,10.0,{'friction': 1.0}
132,Ramp,0.5,0.5235987755982988,14.0,{'friction': 1.0}
133,Ramp,0.5,0.5235987755982988,18.0,{'friction': 1.0}
134,Ramp,0.5,0.5235987755982988,22.0,{'friction': 1.0}
135,Ramp,0.5,0.7853981633974483,6.0,{'friction': 1.0}
136,Ramp,0.5,0.7853981633974483,10.0,{'friction': 1.0}
137,Ramp,0.5,0.7853981633974483,14.0,{'friction': 1.0}
138,Ramp,0.5,0.7853981633974483,18.0,{'friction': 1.0}
139,Ramp,0.5,0.7853981633974483,22.0,{'friction': 1.0}
140,Ramp,0.5,1.0471975511965976,6.0,{'friction': 1.0}
141,Ramp,0.5,1.0471975511965976,10.0,{'friction': 1.0}
142,Ramp,0.5,1.0471975511965976,14.0,{'friction': 1.0}
143,Ramp,0.5,1.0471975511965976,18.0,{'friction': 1.0}
144,Ramp,0.5,1.0471975511965976,22.0,{'friction': 1.0}
145,Ramp,0.5,1.3089969389957472,6.0,{'friction': 1.0}
146,Ramp,0.5,1.3089969389957472,10.0,{'friction': 1.0}
147,Ramp,0.5,1.3089969389957472,14.0,{'friction': 1.0}
148,Ramp,0.5,1.3089969389957472,18.0,{'friction': 1.0}
149,Ramp,0.5,1.3089969389957472,22.0,{'friction': 1.0}
150,Ramp,0.5,1.5707963267948966,6.0,{'friction': 1.0}
151,Ramp,0.5,1.5707963267948966,10.0,{'friction': 1.0}
152,Ramp,0.5,1.5707963267948966,14.0,{'friction': 1.0}
153,Ramp,0.5,1.5707963267948966,18.0,{'friction': 1.0}
154,Ramp,0.5,1.5707963267948966,22.0,{'friction': 1.0}
155,Ramp,0.5,1.8325957145940461,6.0,{'friction': 1.0}
156,Ramp,0.5,1.8325957145940461,10.0,{'friction': 1.0}
157,Ramp,0.5,1.8325957145940461,14.0,{'friction': 1.0}
158,Ramp,0.5,1.8325957145940461,18.0,{'friction': 1.0}
159,Ramp,0.5,1.8325957145940461,22.0,{'friction': 1.0}
160,Ramp,0.5,2.0943951023931953,6.0,{'friction': 1.0}
161,Ramp,0.5,2.0943951023931953,10.0,{'friction': 1.0}
162,Ramp,0.5,2.0943951023931953,14.0,{'friction': 1.0}
163,Ramp,0.5,2.0943951023931953,18.0,{'friction': 1.0}
164,Ramp,0.5,2.0943951023931953,22.0,{'friction': 1.0}
165,Ramp,0.5,2.356194490192345,6.0,{'friction': 1.0}
166,Ramp,0.5,2.356194490192345,10.0,{'friction': 1.0}
167,Ramp,0.5,2.356194490192345,14.0,{'friction': 1.0}
168,Ramp,0.5,2.356194490192345,18.0,{'friction': 1.0}
169,Ramp,0.5,2.356194490192345,22.0,{'friction': 1.0}
170,Ramp,0.5,2.6179938779914944,6.0,{'friction': 1.0}
171,Ramp,0.5,2.6179938779914944,10.0,{'friction': 1.0}
172,Ramp,0.5,2.6179938779914944,14.0,{'friction': 1.0}
173,Ramp,0.5,2.6179938779914944,18.0,{'friction': 1.0}
174,Ramp,0.5,2.6179938779914944,22.0,{'friction': 1.0}
175,Ramp,0.5,2.8797932657906435,6.0,{'friction': 1.0}
176,Ramp,0.5,2.8797932657906435,10.0,{'friction': 1.0}
177,Ramp,0.5,2.8797932657906435,14.0,{'friction': 1.0}
178,Ramp,0.5,2.8797932657906435,18.0,{'friction': 1.0}
179,Ramp,0.5,2.8797932657906435,22.0,{'friction': 1.0}
180,Trampoline,0.8,0.0,6.0,{}
181,Trampoline,0.8,0.0,10.0,{}
182,Trampoline,0.8,0.0,14.0,{}
183,Trampoline,0.8,0.0,18.0,{}
184,Trampoline,0.8,0.0,22.0,{}
185,Trampoline,0.8,0.2617993877991494,6.0,{}
186,Trampoline,0.8,0.2617993877991494,10.0,{}
187,Trampoline,0.8,0.2617993877991494,14.0,{}
188,Trampoline,0.8,0.2617993877991494,18.0,{}
189,Trampoline,0.8,0.2617993877991494,22.0,{}
190,Trampoline,0.8,0.5235987755982988,6.0,{}
191,Trampoline,0.8,0.5235987755982988,10.0,{}
192,Trampoline,0.8,0.5235987755982988,14.0,{}
193,Trampoline,0.8,0.5235987755982988,18.0,{}
194,Trampoline,0.8,0.5235987755982988,22.0,{}
195,Trampoline,0.8,0.7853981633974483,6.0,{}
196,Trampoline,0.8,0.7853981633974483,10.0,{}
197,Trampoline,0.8,0.7853981633974483,14.0,{}
198,Trampoline,0.8,0.7853981633974483,18.0,{}
199,Trampoline,0.8,0.7853981633974483,22.0,{}
200,Trampoline,0.8,1.0471975511965976,6.0,{}
201,Trampoline,0.8,1.0471975511965976,10.0,{}
202,Trampoline,0.8,1.0471975511965976,14.0,{}
203,Trampoline,0.8,1.0471975511965976,18.0,{}
204,Trampoline,0.8,1.0471975511965976,22.0,{}
205,Trampoline,0.8,1.3089969389957472,6.0,{}
206,Trampoline,0.8,1.3089969389957472,10.0,{}
207,Trampoline,0.8,1.3089969389957472,14.0,{}
208,Trampoline,0.8,1.3089969389957472,18.0,{}
209,Trampoline,0.8,1.3089969389957472,22.0,{}
210,Trampoline,0.8,1.5707963267948966,6.0,{}
211,Trampoline,0.8,1.5707963267948966,10.0,{}
212,Trampoline,0.8,1.5707963267948966,14.0,{}
213,Trampoline,0.8,1.5707963267948966,18.0,{}
214,Trampoline,0.8,1.5707963267948966,22.0,{}
215,Trampoline,0.8,1.8325957145940461,6.0,{}
216,Trampoline,0.8,1.8325957145940461,10.0,{}
217,Trampoline,0.8,1.8325957145940461,14.0,{}
218,Trampoline,0.8,1.8325957145940461,18.0,{}
219,Trampoline,0.8,1.8325957145940461,22.0,{}
220,Trampoline,0.8,2.0943951023931953,6.0,{}
221,Trampoline,0.8,2.0943951023931953,10.0,{}
222,Trampoline,0.8,2.0943951023931953,14.0,{}
223,Trampoline,0.8,2.0943951023931953,18.0,{}
224,Trampoline,0.8,2.0943951023931953,22.0,{}
225,Trampoline,0.8,2.356194490192345,6.0,{}
226,Trampoline,0.8,2.356194490192345,10.0,{}
227,Trampoline,0.8,2.356194490192345,14.0,{}
228,Trampoline,0.8,2.356194490192345,18.0,{}
229,Trampoline,0.8,2.356194490192345,22.0,{}
230,Trampoline,0.8,2.6179938779914944,6.0,{}
231,Trampoline,0.8,2.6179938779914944,10.0,{}
232,Trampoline,0.8,2.6179938779914944,14.0,{}
233,Trampoline,0.8,2.6179938779914944,18.0,{}
234,Trampoline,0.8,2.6179938779914944,22.0,{}
235,Trampoline,0.8,2.8797932657906435,6.0,{}
236,Trampoline,0.8,2.8797932657906435,10.0,{}
237,Trampoline,0.8,2.8797932657906435,14.0,{}
238,Trampoline,0.8,2.8797932657906435,18.0,{}
239,Trampoline,0.8,2.8797932657906435,22.0,{}
240,Trampoline,1.0,0.0,6.0,{}
241,Trampoline,1.0,0.0,10.0,{}
242,Trampoline,1.0,0.0,14.0,{}
243,Trampoline,1.0,0.0,18.0,{}
244,Trampoline,1.0,0.0,22.0,{}
245,Trampoline,1.0,0.2617993877991494,6.0,{}
246,Trampoline,1.0,0.2617993877991494,10.0,{}
247,Trampoline,1.0,0.2617993877991494,14.0,{}
248,Trampoline,1.0,0.2617993877991494,18.0,{}
249,Trampoline,1.0,0.2617993877991494,22.0,{}
250,Trampoline,1.0,0.5235987755982988,6.0,{}
251,Trampoline,1.0,0.5235987755982988,10.0,{}
252,Trampoline,1.0,0.5235987755982988,14.0,{}
253,Trampoline,1.0,0.5235987755982988,18.0,{}
254,Trampoline,1.0,0.5235987755982988,22.0,{}
255,Trampoline,1.0,0.7853981633974483,6.0,{}
256,Trampoline,1.0,0.7853981633974483,10.0,{}
257,Trampoline,1.0,0.7853981633974483,14.0,{}
258,Trampoline,1.0,0.7853981633974483,18.0,{}
259,Trampoline,1.0,0.7853981633974483,22.0,{}
260,Trampoline,1.0,1.0471975511965976,6.0,{}
261,Trampoline,1.0,1.0471975511965976,10.0,{}
262,Trampoline,1.0,1.0471975511965976,14.0,{}
263,Trampoline,1.0,1.0471975511965976,18.0,{}
264,Trampoline,1.0,1.0471975511965976,22.0,{}
265,Trampoline,1.0,1.3089969389957472,6.0,{}
266,Trampoline,1.0,1.3089969389957472,10.0,{}
267,Trampoline,1.0,1.3089969389957472,14.0,{}
268,Trampoline,1.0,1.3089969389957472,18.0,{}
269,Trampoline,1.0,1.3089969389957472,22.0,{}
270,Trampoline,1.0,1.5707963267948966,6.0,{}
271,Trampoline,1.0,1.5707963267948966,10.0,{}
272,Trampoline,1.0,1.5707963267948966,14.0,{}
273,Trampoline,1.0,1.5707963267948966,18.0,{}
274,Trampoline,1.0,1.5707963267948966,22.0,{}
275,Trampoline,1.0,1.8325957145940461,6.0,{}
276,Trampoline,1.0,1.8325957145940461,10.0,{}
277,Trampoline,1.0,1.8325957145940461,14.0,{}
278,Trampoline,1.0,1.8325957145940461,18.0,{}
279,Trampoline,1.0,1.8325957145940461,22.0,{}
280,Trampoline,1.0,2.0943951023931953,6.0,{}
281,Trampoline,1.0,2.0943951023931953,10.0,{}
282,Trampoline,1.0,2.0943951023931953,14.0,{}
283,Trampoline,1.0,2.0943951023931953,18.0,{}
284,Trampoline,1.0,2.0943951023931953,22.0,{}
285,Trampoline,1.0,2.356194490192345,6.0,{}
286,Trampoline,1.0,2.356194490192345,10.0,{}
287,Trampoline,1.0,2.356194490192345,14.0,{}
288,Trampoline,1.0,2.356194490192345,18.0,{}
289,Trampoline,1.0,2.356194490192345,22.0,{}
290,Trampoline,1.0,2.6179938779914944,6.0,{}
291,Trampoline,1.0,2.6179938779914944,10.0,{}
292,Trampoline,1.0,2.6179938779914944,14.0,{}
293,Trampoline,1.0,2.6179938779914944,18.0,{}
294,Trampoline,1.0,2.6179938779914944,22.0,{}
295,Trampoline,1.0,2.8797932657906435,6.0,{}
296,Trampoline,1.0,2.8797932657906435,10.0,{}
297,Trampoline,1.0,2.8797932657906435,14.0,{}
298,Trampoline,1.0,2.8797932657906435,18.0,{}
299,Trampoline,1.0,2.8797932657906435,22.0,{}
300,Trampoline,1.2,0.0,6.0,{}
301,Trampoline,1.2,0.0,10.0,{}
302,Trampoline,1.2,0.0,14.0,{}
303,Trampoline,1.2,0.0,18.0,{}
304,Trampoline,1.2,0.0,22.0,{}
305,Trampoline,1.2,0.2617993877991494,6.0,{}
306,Trampoline,1.2,0.2617993877991494,10.0,{}
307,Trampoline,1.2,0.2617993877991494,14.0,{}
308,Trampoline,1.2,0.2617993877991494,18.0,{}
309,Trampoline,1.2,0.2617993877991494,22.0,{}
310,Trampoline,1.2,0.5235987755982988,6.0,{}
311,Trampoline,1.2,0.5235987755982988,10.0,{}
312,Trampoline,1.2,0.5235987755982988,14.0,{}
313,Trampoline,1.2,0.5235987755982988,18.0,{}
314,Trampoline,1.2,0.5235987755982988,22.0,{}
315,Trampoline,1.2,0.7853981633974483,6.0,{}
316,Trampoline,1.2,0.7853981633974483,10.0,{}
317,Trampoline,1.2,0.7853981633974483,14.0,{}
318,Trampoline,1.2,0.7853981633974483,18.0,{}
319,Trampoline,1.2,0.7853981633974483,22.0,{}
320,Trampoline,1.2,1.0471975511965976,6.0,{}
321,Trampoline,1.2,1.0471975511965976,10.0,{}
322,Trampoline,1.2,1.0471975511965976,14.0,{}
323,Trampoline,1.2,1.0471975511965976,18.0,{}
324,Trampoline,1.2,1.0471975511965976,22.0,{}
325,Trampoline,1.2,1.3089969389957472,6.0,{}
326,Trampoline,1.2,1.3089969389957472,10.0,{}
327,Trampoline,1.2,1.3089969389957472,14.0,{}
328,Trampoline,1.2,1.3089969389957472,18.0,{}
329,Trampoline,1.2,1.3089969389957472,22.0,{}
330,Trampoline,1.2,1.5707963267948966,6.0,{}
331,Trampoline,1.2,1.5707963267948966,10.0,{}
332,Trampoline,1.2,1.5707963267948966,14.0,{}
333,Trampoline,1.2,1.5707963267948966,18.0,{}
334,Trampoline,1.2,1.5707963267948966,22.0,{}
335,Trampoline,1.2,1.8325957145940461,6.0,{}
336,Trampoline,1.2,1.8325957145940461,10.0,{}
337,Trampoline,1.2,1.8325957145940461,14.0,{}
338,Trampoline,1.2,1.8325957145940461,18.0,{}
339,Trampoline,1.2,1.8325957145940461,22.0,{}
340,Trampoline,1.2,2.0943951023931953,6.0,{}
341,Trampoline,1.2,2.0943951023931953,10.0,{}
342,Trampoline,1.2,2.0943951023931953,14.0,{}
343,Trampoline,1.2,2.0943951023931953,18.0,{}
344,Trampoline,1.2,2.0943951023931953,22.0,{}
345,Trampoline,1.2,2.356194490192345,6.0,{}
346,Trampoline,1.2,2.356194490192345,10.0,{}
347,Trampoline,1.2,2.356194490192345,14.0,{}
348,Trampoline,1.2,2.356194490192345,18.0,{}
349,Trampoline,1.2,2.356194490192345,22.0,{}
350,Trampoline,1.2,2.6179938779914944,6.0,{}
351,Trampoline,1.2,2.6179938779914944,10.0,{}
352,Trampoline,1.2,2.6179938779914944,14.0,{}
353,Trampoline,1.2,2.6179938779914944,18.0,{}
354,Trampoline,1.2,2.6179938779914944,22.0,{}
355,Trampoline,1.2,2.8797932657906435,6.0,{}
356,Trampoline,1.2,2.8797932657906435,10.0,{}
357,Trampoline,1.2,2.8797932657906435,14.0,{}
358,Trampoline,1.2,2.8797932657906435,18.0,{}
359,Trampoline,1.2,2.8797932657906435,22.0,{}
360,Fixed_Ball,0.1,,3.0,{}
361,Fixed_Ball,0.1,,5.0,{}
362,Fixed_Ball,0.1,,7.0,{}
363,Fixed_Ball,0.1,,9.0,{}
364,Fixed_Ball,0.2,,3.0,{}
365,Fixed_Ball,0.2,,5.0,{}
366,Fixed_Ball,0.2,,7.0,{}
367,Fixed_Ball,0.2,,9.0,{}
368,Fixed_Ball,0.3,,3.0,{}
369,Fixed_Ball,0.3,,5.0,{}
370,Fixed_Ball,0.3,,7.0,{}
371,Fixed_Ball,0.3,,9.0,{}
372,Fixed_Ball,0.4,,3.0,{}
373,Fixed_Ball,0.4,,5.0,{}
374,Fixed_Ball,0.4,,7.0,{}
375,Fixed_Ball,0.4,,9.0,{}
376,Fixed_Ball,0.5,,3.0,{}
377,Fixed_Ball,0.5,,5.0,{}
378,Fixed_Ball,0.5,,7.0,{}
379,Fixed_Ball,0.5,,9.0,{}
380,Bouncy_Ball,0.8,,3.0,{}
381,Bouncy_Ball,0.8,,5.0,{}
382,Bouncy_Ball,0.8,,7.0,{}
383,Bouncy_Ball,0.8,,9.0,{}
384,Bouncy_Ball,0.9,,3.0,{}
385,Bouncy_Ball,0.9,,5.0,{}
386,Bouncy_Ball,0.9,,7.0,{}
387,Bouncy_Ball,0.9,,9.0,{}
388,Bouncy_Ball,1.0,,3.0,{}
389,Bouncy_Ball,1.0,,5.0,{}
390,Bouncy_Ball,1.0,,7.0,{}
391,Bouncy_Ball,1.0,,9.0,{}
392,Bouncy_Ball,1.1,,3.0,{}
393,Bouncy_Ball,1.1,,5.0,{}
394,Bouncy_Ball,1.1,,7.0,{}
395,Bouncy_Ball,1.1,,9.0,{}
396,Bouncy_Ball,1.2,,3.0,{}
397,Bouncy_Ball,1.2,,5.0,{}
398,Bouncy_Ball,1.2,,7.0,{}
399,Bouncy_Ball,1.2,,9.0,{}
400,Fixed_Box,0.1,,5.0,{}
401,Fixed_Box,0.1,,8.0,{}
402,Fixed_Box,0.1,,11.0,{}
403,Fixed_Box,0.1,,14.0,{}
404,Fixed_Box,0.2,,5.0,{}
405,Fixed_Box,0.2,,8.0,{}
406,Fixed_Box,0.2,,11.0,{}
407,Fixed_Box,0.2,,14.0,{}
408,Fixed_Box,0.3,,5.0,{}
409,Fixed_Box,0.3,,8.0,{}
410,Fixed_Box,0.3,,11.0,{}
411,Fixed_Box,0.3,,14.0,{}
412,Fixed_Box,0.4,,5.0,{}
413,Fixed_Box,0.4,,8.0,{}
414,Fixed_Box,0.4,,11.0,{}
415,Fixed_Box,0.4,,14.0,{}
416,Fixed_Box,0.5,,5.0,{}
417,Fixed_Box,0.5,,8.0,{}
418,Fixed_Box,0.5,,11.0,{}
419,Fixed_Box,0.5,,14.0,{}
420,Bouncy_Box,0.8,,5.0,{}
421,Bouncy_Box,0.8,,8.0,{}
422,Bouncy_Box,0.8,,11.0,{}
423,Bouncy_Box,0.8,,14.0,{}
424,Bouncy_Box,0.9,,5.0,{}
425,Bouncy_Box,0.9,,8.0,{}
426,Bouncy_Box,0.9,,11.0,{}
427,Bouncy_Box,0.9,,14.0,{}
428,Bouncy_Box,1.0,,5.0,{}
429,Bouncy_Box,1.0,,8.0,{}
430,Bouncy_Box,1.0,,11.0,{}
431,Bouncy_Box,1.0,,14.0,{}
432,Bouncy_Box,1.1,,5.0,{}
433,Bouncy_Box,1.1,,8.0,{}
434,Bouncy_Box,1.1,,11.0,{}
435,Bouncy_Box,1.1,,14.0,{}
436,Bouncy_Box,1.2,,5.0,{}
437,Bouncy_Box,1.2,,8.0,{}
438,Bouncy_Box,1.2,,11.0,{}
439,Bouncy_Box,1.2,,14.0,{}
440,Fixed_Triangle,0.1,0.0,3.0,{}
441,Fixed_Triangle,0.1,0.0,4.0,{}
442,Fixed_Triangle,0.1,0.0,5.0,{}
443,Fixed_Triangle,0.1,0.0,6.0,{}
444,Fixed_Triangle,0.1,0.0,7.0,{}
445,Fixed_Triangle,0.1,0.0,8.0,{}
446,Fixed_Triangle,0.1,0.0,9.0,{}
447,Fixed_Triangle,0.3,0.0,3.0,{}
448,Fixed_Triangle,0.3,0.0,4.0,{}
449,Fixed_Triangle,0.3,0.0,5.0,{}
450,Fixed_Triangle,0.3,0.0,6.0,{}
451,Fixed_Triangle,0.3,0.0,7.0,{}
452,Fixed_Triangle,0.3,0.0,8.0,{}
453,Fixed_Triangle,0.3,0.0,9.0,{}
454,Fixed_Triangle,0.5,0.0,3.0,{}
455,Fixed_Triangle,0.5,0.0,4.0,{}
456,Fixed_Triangle,0.5,0.0,5.0,{}
457,Fixed_Triangle,0.5,0.0,6.0,{}
458,Fixed_Triangle,0.5,0.0,7.0,{}
459,Fixed_Triangle,0.5,0.0,8.0,{}
460,Fixed_Triangle,0.5,0.0,9.0,{}
461,Fixed_Triangle,0.1,0.2617993877991494,3.0,{}
462,Fixed_Triangle,0.1,0.2617993877991494,4.0,{}
463,Fixed_Triangle,0.1,0.2617993877991494,5.0,{}
464,Fixed_Triangle,0.1,0.2617993877991494,6.0,{}
465,Fixed_Triangle,0.1,0.2617993877991494,7.0,{}
466,Fixed_Triangle,0.1,0.2617993877991494,8.0,{}
467,Fixed_Triangle,0.1,0.2617993877991494,9.0,{}
468,Fixed_Triangle,0.3,0.2617993877991494,3.0,{}
469,Fixed_Triangle,0.3,0.2617993877991494,4.0,{}
470,Fixed_Triangle,0.3,0.2617993877991494,5.0,{}
471,Fixed_Triangle,0.3,0.2617993877991494,6.0,{}
